"Country or Area","Year(s)","Variant","Value"
"United Arab Emirates","2021","Constant mortality","9976.752"
"United Arab Emirates","2021","No change","9979.577"
"United Arab Emirates","2021","Momentum","10017.75"
"United Arab Emirates","2020","Medium","9890.402"
"United Arab Emirates","2020","High","9890.402"
"United Arab Emirates","2020","Low","9890.402"
"United Arab Emirates","2020","Constant fertility","9890.402"
"United Arab Emirates","2020","Instant replacement","9890.402"
"United Arab Emirates","2020","Zero migration","9890.402"
"United Arab Emirates","2020","Constant mortality","9890.402"
"United Arab Emirates","2020","No change","9890.402"
"United Arab Emirates","2020","Momentum","9890.402"
"United Kingdom","2021","Medium","68207.116"
"United Kingdom","2021","High","68252.049"
"United Kingdom","2021","Low","68104.082"
"United Kingdom","2021","Constant fertility","68177.528"
"United Kingdom","2021","Instant replacement","68298.566"
"United Kingdom","2021","Zero migration","68024.773"
"United Kingdom","2021","Constant mortality","68159.463"
"United Kingdom","2021","No change","68158.72"
"United Kingdom","2021","Momentum","68176.303"
"United Kingdom","2020","Medium","67886.011"
"United Kingdom","2020","High","67886.011"
"United Kingdom","2020","Low","67886.011"
"United Kingdom","2020","Constant fertility","67886.011"
"United Kingdom","2020","Instant replacement","67886.011"
"United Kingdom","2020","Zero migration","67886.011"
"United Kingdom","2020","Constant mortality","67886.011"
"United Kingdom","2020","No change","67886.011"
"United Kingdom","2020","Momentum","67886.011"
"United Republic of Tanzania","2021","Medium","61498.437"
"United Republic of Tanzania","2021","High","61556.746"
"United Republic of Tanzania","2021","Low","61425.261"
"United Republic of Tanzania","2021","Constant fertility","61563.258"
"United Republic of Tanzania","2021","Instant replacement","60756.647"
"United Republic of Tanzania","2021","Zero migration","61532.654"
"United Republic of Tanzania","2021","Constant mortality","61465.938"
"United Republic of Tanzania","2021","No change","61538.05"
"United Republic of Tanzania","2021","Momentum","60774.744"
"United Republic of Tanzania","2020","Medium","59734.218"
"United Republic of Tanzania","2020","High","59734.218"
"United Republic of Tanzania","2020","Low","59734.218"
"United Republic of Tanzania","2020","Constant fertility","59734.218"
"United Republic of Tanzania","2020","Instant replacement","59734.218"
"United Republic of Tanzania","2020","Zero migration","59734.218"
"United Republic of Tanzania","2020","Constant mortality","59734.218"
"United Republic of Tanzania","2020","No change","59734.218"
"United Republic of Tanzania","2020","Momentum","59734.218"
"United States of America","2021","Medium","332915.073"
"United States of America","2021","High","333225.081"
"United States of America","2021","Low","332509.393"
"United States of America","2021","Constant fertility","332860.685"
"United States of America","2021","Instant replacement","333351.625"
"United States of America","2021","Zero migration","331955.273"
"United States of America","2021","Constant mortality","332846.87"
"United States of America","2021","No change","332839.252"
"United States of America","2021","Momentum","332693.257"
"United States of America","2020","Medium","331002.651"
"United States of America","2020","High","331002.651"
"United States of America","2020","Low","331002.651"
"United States of America","2020","Constant fertility","331002.651"
"United States of America","2020","Instant replacement","331002.651"
"United States of America","2020","Zero migration","331002.651"
"United States of America","2020","Constant mortality","331002.651"
"United States of America","2020","No change","331002.651"
"United States of America","2020","Momentum","331002.651"
"United States Virgin Islands","2021","Medium","104.226"
"United States Virgin Islands","2021","High","104.307"
"United States Virgin Islands","2021","Low","104.111"
"United States Virgin Islands","2021","Constant fertility","104.243"
"United States Virgin Islands","2021","Instant replacement","104.266"
"United States Virgin Islands","2021","Zero migration","104.665"
"United States Virgin Islands","2021","Constant mortality","104.167"
"United States Virgin Islands","2021","No change","104.199"
"United States Virgin Islands","2021","Momentum","104.542"
"United States Virgin Islands","2020","Medium","104.425"
"United States Virgin Islands","2020","High","104.425"
"United States Virgin Islands","2020","Low","104.425"
"United States Virgin Islands","2020","Constant fertility","104.425"
"United States Virgin Islands","2020","Instant replacement","104.425"
"United States Virgin Islands","2020","Zero migration","104.425"
"United States Virgin Islands","2020","Constant mortality","104.425"
"United States Virgin Islands","2020","No change","104.425"
"United States Virgin Islands","2020","Momentum","104.425"
"Upper-middle-income countries","2021","Medium","2669550.798"
"Upper-middle-income countries","2021","High","2672349.675"
"Upper-middle-income countries","2021","Low","2666131.281"
"Upper-middle-income countries","2021","Constant fertility","2669692.186"
"Upper-middle-income countries","2021","Instant replacement","2672583.089"
"Upper-middle-income countries","2021","Zero migration","2670242.647"
"Upper-middle-income countries","2021","Constant mortality","2668545.909"
"Upper-middle-income countries","2021","No change","2668982.772"
"Upper-middle-income countries","2021","Momentum","2672621.938"
"Upper-middle-income countries","2020","Medium","2654816.37"
"Upper-middle-income countries","2020","High","2654816.37"
"Upper-middle-income countries","2020","Low","2654816.37"
"Upper-middle-income countries","2020","Constant fertility","2654816.37"
"Upper-middle-income countries","2020","Instant replacement","2654816.37"
"Upper-middle-income countries","2020","Zero migration","2654816.37"
"Upper-middle-income countries","2020","Constant mortality","2654816.37"
"Upper-middle-income countries","2020","No change","2654816.37"
"Upper-middle-income countries","2020","Momentum","2654816.37"
"Uruguay","2021","Medium","3485.151"
"Uruguay","2021","High","3488.685"
"Uruguay","2021","Low","3480.877"
"Uruguay","2021","Constant fertility","3485.796"
"Uruguay","2021","Instant replacement","3487.596"
"Uruguay","2021","Zero migration","3487.752"
"Uruguay","2021","Constant mortality","3483.778"
"Uruguay","2021","No change","3484.776"
"Uruguay","2021","Momentum","3488.716"
"Uruguay","2020","Medium","3473.73"
"Uruguay","2020","High","3473.73"
"Uruguay","2020","Low","3473.73"
"Uruguay","2020","Constant fertility","3473.73"
"Uruguay","2020","Instant replacement","3473.73"
"Uruguay","2020","Zero migration","3473.73"
"Uruguay","2020","Constant mortality","3473.73"
"Uruguay","2020","No change","3473.73"
"Uruguay","2020","Momentum","3473.73"
"Uzbekistan","2021","Medium","33935.763"
"Uzbekistan","2021","High","33988.683"
"Uzbekistan","2021","Low","33893.216"
"Uzbekistan","2021","Constant fertility","33963.775"
"Uzbekistan","2021","Instant replacement","33900.002"
"Uzbekistan","2021","Zero migration","33950.397"
"Uzbekistan","2021","Constant mortality","33937.262"
"Uzbekistan","2021","No change","33959.606"
"Uzbekistan","2021","Momentum","33903.855"
"Uzbekistan","2020","Medium","33469.203"
"Uzbekistan","2020","High","33469.203"
"Uzbekistan","2020","Low","33469.203"
"Uzbekistan","2020","Constant fertility","33469.203"
"Uzbekistan","2020","Instant replacement","33469.203"
"Uzbekistan","2020","Zero migration","33469.203"
"Uzbekistan","2020","Constant mortality","33469.203"
"Uzbekistan","2020","No change","33469.203"
"Uzbekistan","2020","Momentum","33469.203"
"Vanuatu","2021","Medium","314.464"
"Vanuatu","2021","High","314.804"
"Vanuatu","2021","Low","314.075"
"Vanuatu","2021","Constant fertility","314.664"
"Vanuatu","2021","Instant replacement","312.06"
"Vanuatu","2021","Zero migration","314.439"
"Vanuatu","2021","Constant mortality","314.387"
"Vanuatu","2021","No change","314.613"
"Vanuatu","2021","Momentum","312.033"
"Vanuatu","2020","Medium","307.145"
"Vanuatu","2020","High","307.145"
"Vanuatu","2020","Low","307.145"
"Vanuatu","2020","Constant fertility","307.145"
"Vanuatu","2020","Instant replacement","307.145"
"Vanuatu","2020","Zero migration","307.145"
"Vanuatu","2020","Constant mortality","307.145"
"Vanuatu","2020","No change","307.145"
"Vanuatu","2020","Momentum","307.145"
"Venezuela (Bolivarian Republic of)","2021","Medium","28704.954"
"Venezuela (Bolivarian Republic of)","2021","High","29158.202"
"Venezuela (Bolivarian Republic of)","2021","Low","29097.719"
"Venezuela (Bolivarian Republic of)","2021","Constant fertility","29140.207"
"Venezuela (Bolivarian Republic of)","2021","Instant replacement","28694.484"
"Venezuela (Bolivarian Republic of)","2021","Zero migration","28694.559"
"Venezuela (Bolivarian Republic of)","2021","Constant mortality","29134.971"
"Venezuela (Bolivarian Republic of)","2021","No change","29147.049"
"Venezuela (Bolivarian Republic of)","2021","Momentum","28448.159"
"Venezuela (Bolivarian Republic of)","2020","Medium","28435.94"
"Venezuela (Bolivarian Republic of)","2020","High","28435.94"
"Venezuela (Bolivarian Republic of)","2020","Low","28435.94"
"Venezuela (Bolivarian Republic of)","2020","Constant fertility","28435.94"
"Venezuela (Bolivarian Republic of)","2020","Instant replacement","28435.94"
"Venezuela (Bolivarian Republic of)","2020","Zero migration","28435.94"
"Venezuela (Bolivarian Republic of)","2020","Constant mortality","28435.94"
"Venezuela (Bolivarian Republic of)","2020","No change","28435.94"
"Venezuela (Bolivarian Republic of)","2020","Momentum","28435.94"
"Viet Nam","2021","Medium","98168.833"
"Viet Nam","2021","High","98258.309"
"Viet Nam","2021","Low","98016.431"
"Viet Nam","2021","Constant fertility","98154.949"
"Viet Nam","2021","Instant replacement","98236.531"
"Viet Nam","2021","Zero migration","98233.983"
"Viet Nam","2021","Constant mortality","98127.061"
"Viet Nam","2021","No change","98144.309"
"Viet Nam","2021","Momentum","98293"
"Viet Nam","2020","Medium","97338.579"
"Viet Nam","2020","High","97338.579"
"Viet Nam","2020","Low","97338.579"
"Viet Nam","2020","Constant fertility","97338.579"
"Viet Nam","2020","Instant replacement","97338.579"
"Viet Nam","2020","Zero migration","97338.579"
"Viet Nam","2020","Constant mortality","97338.579"
"Viet Nam","2020","No change","97338.579"
"Viet Nam","2020","Momentum","97338.579"
"Wallis and Futuna Islands","2021","Medium","11.094"
"Wallis and Futuna Islands","2021","High","11.14"
"Wallis and Futuna Islands","2021","Low","11.115"
"Wallis and Futuna Islands","2021","Constant fertility","11.13"
"Wallis and Futuna Islands","2021","Instant replacement","11.114"
"Wallis and Futuna Islands","2021","Zero migration","11.277"
"Wallis and Futuna Islands","2021","Constant mortality","11.12"
"Wallis and Futuna Islands","2021","No change","11.122"
"Wallis and Futuna Islands","2021","Momentum","11.207"
"Wallis and Futuna Islands","2020","Medium","11.239"
"Wallis and Futuna Islands","2020","High","11.239"
"Wallis and Futuna Islands","2020","Low","11.239"
"Wallis and Futuna Islands","2020","Constant fertility","11.239"
"Wallis and Futuna Islands","2020","Instant replacement","11.239"
"Wallis and Futuna Islands","2020","Zero migration","11.239"
"Wallis and Futuna Islands","2020","Constant mortality","11.239"
"Wallis and Futuna Islands","2020","No change","11.239"
"Wallis and Futuna Islands","2020","Momentum","11.239"
"Western Africa","2021","Medium","412460.047"
"Western Africa","2021","High","412860.454"
"Western Africa","2021","Low","412006.607"
"Western Africa","2021","Constant fertility","412976.459"
"Western Africa","2021","Instant replacement","407805.69"
"Western Africa","2021","Zero migration","412615.513"
"Western Africa","2021","Constant mortality","412224.469"
"Western Africa","2021","No change","412768.09"
"Western Africa","2021","Momentum","407853.198"
"Western Africa","2020","Medium","401861.254"
"Western Africa","2020","High","401861.254"
"Western Africa","2020","Low","401861.254"
"Western Africa","2020","Constant fertility","401861.254"
"Western Africa","2020","Instant replacement","401861.254"
"Western Africa","2020","Zero migration","401861.254"
"Western Africa","2020","Constant mortality","401861.254"
"Western Africa","2020","No change","401861.254"
"Western Africa","2020","Momentum","401861.254"
"Western Asia","2021","Medium","283988.458"
"Western Asia","2021","High","284504.881"
"Western Asia","2021","Low","283820.115"
"Western Asia","2021","Constant fertility","284385.663"
"Western Asia","2021","Instant replacement","283409.343"
"Western Asia","2021","Zero migration","283757.654"
"Western Asia","2021","Constant mortality","284090.179"
"Western Asia","2021","No change","284312"
"Western Asia","2021","Momentum","283150.114"
"Western Asia","2020","Medium","279636.754"
"Western Asia","2020","High","279636.754"
"Western Asia","2020","Low","279636.754"
"Western Asia","2020","Constant fertility","279636.754"
"Western Asia","2020","Instant replacement","279636.754"
"Western Asia","2020","Zero migration","279636.754"
"Western Asia","2020","Constant mortality","279636.754"
"Western Asia","2020","No change","279636.754"
"Western Asia","2020","Momentum","279636.754"
"Western Europe","2021","Medium","196603.216"
"Western Europe","2021","High","196625.674"
"Western Europe","2021","Low","196233.724"
"Western Europe","2021","Constant fertility","196417.841"
"Western Europe","2021","Instant replacement","196888.504"
"Western Europe","2021","Zero migration","196112.076"
"Western Europe","2021","Constant mortality","196383.292"
"Western Europe","2021","No change","196371.091"
"Western Europe","2021","Momentum","196621.454"
"Western Europe","2020","Medium","196146.316"
"Western Europe","2020","High","196146.316"
"Western Europe","2020","Low","196146.316"
"Western Europe","2020","Constant fertility","196146.316"
"Western Europe","2020","Instant replacement","196146.316"
